ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC104,"You’re considering getting a pet, but at this stage in life, is it the right call? How do you decide?","None","AGE6",SC104C3,"Volunteer at an animal shelter instead.","None","None",SC104C4O6,"You end up wanting to take them all home, making it even harder.","I12","None"
SC104,"You’re considering getting a pet, but at this stage in life, is it the right call? How do you decide?","None","AGE6",SC104C4,"Decide against it—too much work.","None","None",SC104C5O7,"You feel relief knowing you made the responsible choice for your lifestyle.","I5","None"
SC104,"You’re considering getting a pet, but at this stage in life, is it the right call? How do you decide?","None","AGE6",SC104C4,"Decide against it—too much work.","None","None",SC104C5O8,"You start feeling a little lonely without something to care for.","I9","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C1,"Make an effort to embrace the changes and get to know new people.","None","None",SC109C2O1,"You discover new favorite spots and feel connected again.","I4","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C1,"Make an effort to embrace the changes and get to know new people.","None","None",SC109C2O2,"No matter how hard you try, it just doesn’t feel the same.","I9","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C2,"Stick to the places and routines you’re comfortable with.","None","None",SC109C3O3,"Your old haunts still bring you joy and familiarity.","I3","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C2,"Stick to the places and routines you’re comfortable with.","None","None",SC109C3O4,"You start feeling isolated as the world moves on without you.","I10","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C3,"Rant about how things used to be better.","None","None",SC109C4O5,"A few people agree, and now you have new grumpy allies.","I5","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C3,"Rant about how things used to be better.","None","None",SC109C4O6,"You come off as a curmudgeon, and people start avoiding the topic around you.","I12","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C4,"Move somewhere quieter where things don’t change so fast.","None","None",SC109C5O7,"You enjoy the peace and predictability of your new home.","I6","None"
SC109,"Your neighborhood is changing, and suddenly, everything feels unfamiliar. New stores, new neighbors, even the slang is different. How do you handle it?","None","AGE6",SC109C4,"Move somewhere quieter where things don’t change so fast.","None","None",SC109C5O8,"You miss the energy of the city and wonder if you made the right call.","I8","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C1,"Make it yourself and see if it still holds up.","None","None",SC110C2O1,"It tastes just as good as you remember, and nostalgia hits hard.","I2","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C1,"Make it yourself and see if it still holds up.","None","None",SC110C2O2,"It turns out terrible, and you wonder if the past tricked you.","I9","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C2,"Teach the recipe to younger family members.","None","None",SC110C3O3,"The tradition continues, and it becomes a beloved family moment.","I4","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C2,"Teach the recipe to younger family members.","None","None",SC110C3O4,"They aren’t as interested as you’d hoped, and it feels like a lost art.","I10","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C3,"Modify the recipe to fit modern tastes.","None","None",SC110C4O5,"Your experiment works, and now you have a fresh take on a classic.","I6","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C3,"Modify the recipe to fit modern tastes.","None","None",SC110C4O6,"The change doesn’t sit right, and you regret messing with perfection.","I12","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C4,"Leave it in the past—some things are better as memories.","None","None",SC110C5O7,"You avoid the risk of disappointment and just enjoy the nostalgia.","I3","None"
SC110,"You come across an old family recipe that hasn’t been made in years. What do you do?","None","AGE6",SC110C4,"Leave it in the past—some things are better as memories.","None","None",SC110C5O8,"Now you can’t stop wondering what it would have tasted like.","I8","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C1,"Share your hard-earned wisdom and life lessons.","None","None",SC111C2O1,"They seem genuinely moved and grateful for your advice.","I5","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C1,"Share your hard-earned wisdom and life lessons.","None","None",SC111C2O2,"They nod politely but clearly don’t take it seriously.","I10","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C2,"Tell them to enjoy life and not worry too much.","None","None",SC111C3O3,"They appreciate the reminder to stay in the moment.","I3","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C2,"Tell them to enjoy life and not worry too much.","None","None",SC111C3O4,"They take it as an excuse to be reckless, and you feel slightly responsible.","I12","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C3,"Give them the advice you wish you had followed yourself.","None","None",SC111C4O5,"It feels good to share what you’ve learned from your mistakes.","I4","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C3,"Give them the advice you wish you had followed yourself.","None","None",SC111C4O6,"Saying it out loud just makes you regret not following it yourself.","I9","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C4,"Joke that they should figure it out on their own, like you had to.","None","None",SC111C5O7,"They laugh and appreciate your honesty.","I6","None"
SC111,"You meet someone much younger who reminds you of yourself at their age. They ask for advice on life. What do you say?","None","AGE6",SC111C4,"Joke that they should figure it out on their own, like you had to.","None","None",SC111C5O8,"They seem disappointed, and now you feel a little guilty.","I8","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C1,"Go and see what it’s all about.","None","None",SC112C2O1,"You have a surprisingly great time and meet some interesting people.","I2","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C1,"Go and see what it’s all about.","None","None",SC112C2O2,"It’s boring, and you leave early.","I9","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C2,"Volunteer to help out and get involved.","None","None",SC112C3O3,"You feel a renewed sense of purpose and community.","I5","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C2,"Volunteer to help out and get involved.","None","None",SC112C3O4,"It turns out to be way more work than expected.","I10","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C3,"Convince a friend to go with you.","None","None",SC112C4O5,"You both end up having fun and make it a tradition.","I3","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C3,"Convince a friend to go with you.","None","None",SC112C4O6,"You both regret it and vow to never do this again.","I12","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C4,"Skip it—you’ve done enough socializing for one lifetime.","None","None",SC112C5O7,"You enjoy a peaceful evening at home with no regrets.","I6","None"
SC112,"A local community event is happening, but you’re debating whether it’s worth attending. What do you do?","None","AGE6",SC112C4,"Skip it—you’ve done enough socializing for one lifetime.","None","None",SC112C5O8,"You later hear about how fun it was and feel like you missed out.","I8","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C1,"Give it a shot and try to have fun.","None","None",SC113C2O1,"You surprise yourself and actually enjoy it.","I2","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C1,"Give it a shot and try to have fun.","None","None",SC113C2O2,"You have no idea what’s happening, but they seem happy.","I9","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C2,"Let them teach you and ask lots of questions.","None","None",SC113C3O3,"They love explaining and appreciate your effort.","I5","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C2,"Let them teach you and ask lots of questions.","None","None",SC113C3O4,"They get frustrated because you keep pressing the wrong buttons.","I10","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C3,"Make a joke about how games were better back in your day.","None","None",SC113C4O5,"They laugh and show genuine interest in your old favorites.","I3","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C3,"Make a joke about how games were better back in your day.","None","None",SC113C4O6,"They roll their eyes and change the subject.","I12","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C4,"Politely decline and let them enjoy it without you.","None","None",SC113C5O7,"You avoid embarrassing yourself and let them have their fun.","I6","None"
SC113,"Your grandchild (or a young relative) asks you to play a video game with them. You’ve never really played before. What do you do?","None","AGE6",SC113C4,"Politely decline and let them enjoy it without you.","None","None",SC113C5O8,"They seem a little disappointed but understand.","I8","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C1,"Attend and see how everyone turned out.","None","None",SC114C2O1,"It’s surprisingly fun, and you reconnect with old friends.","I2","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C1,"Attend and see how everyone turned out.","None","None",SC114C2O2,"It’s awkward, and you remember why you lost touch.","I9","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C2,"Go just to show off how well you’ve aged.","None","None",SC114C3O3,"You get plenty of compliments, and it boosts your confidence.","I5","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C2,"Go just to show off how well you’ve aged.","None","None",SC114C3O4,"Nobody really notices, and now you feel silly.","I10","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C3,"Skip it—high school wasn’t that great anyway.","None","None",SC114C4O5,"No regrets. You spend the night doing something you actually enjoy.","I3","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C3,"Skip it—high school wasn’t that great anyway.","None","None",SC114C4O6,"You later hear about all the drama you missed and feel curious.","I12","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C4,"Send a polite RSVP declining and avoid thinking about the past.","None","None",SC114C5O7,"You feel relieved and move on with your life.","I6","None"
SC114,"A high school reunion invitation arrives in the mail. You haven’t seen most of these people in decades. What do you do?","None","AGE6",SC114C4,"Send a polite RSVP declining and avoid thinking about the past.","None","None",SC114C5O8,"You start reminiscing anyway and get lost in old memories.","I8","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C1,"Follow it strictly and prioritize your health.","None","None",SC115C2O1,"You feel better and proud of your discipline.","I2","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C1,"Follow it strictly and prioritize your health.","None","None",SC115C2O2,"You miss your old favorites and feel a little miserable.","I9","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C2,"Try to find healthy versions of your favorite foods.","None","None",SC115C3O3,"You discover some surprisingly good alternatives.","I5","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C2,"Try to find healthy versions of your favorite foods.","None","None",SC115C3O4,"Nothing tastes quite right, and it’s frustrating.","I10","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C3,"Follow it loosely—life is too short to give up good food.","None","None",SC115C4O5,"You maintain a balance and still enjoy your meals.","I3","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C3,"Follow it loosely—life is too short to give up good food.","None","None",SC115C4O6,"Your doctor isn’t happy with your progress.","I12","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C4,"Ignore it entirely. You’ve earned the right to eat what you want.","None","None",SC115C5O7,"You savor every bite and feel no regrets.","I6","None"
SC115,"Your doctor suggests a new diet for your health, but it means giving up some of your favorite foods. How do you react?","None","AGE6",SC115C4,"Ignore it entirely. You’ve earned the right to eat what you want.","None","None",SC115C5O8,"Your health starts declining, and now you worry.","I8","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C1,"Encourage them to pursue hobbies and passions.","None","None",SC116C2O1,"They feel inspired and start making plans.","I4","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C1,"Encourage them to pursue hobbies and passions.","None","None",SC116C2O2,"They worry that they don’t have any real hobbies.","I9","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C2,"Warn them about the struggles of too much free time.","None","None",SC116C3O3,"They take your advice and plan ahead.","I5","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C2,"Warn them about the struggles of too much free time.","None","None",SC116C3O4,"Now they’re even more anxious about retiring.","I10","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C3,"Tell them retirement is the best time of life.","None","None",SC116C4O5,"They relax and look forward to it.","I3","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C3,"Tell them retirement is the best time of life.","None","None",SC116C4O6,"They assume they’ll feel the same way, but later struggle with boredom.","I12","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C4,"Admit that you’re still figuring it out yourself.","None","None",SC116C5O7,"They appreciate your honesty and feel less alone.","I6","None"
SC116,"A relative asks for your advice on handling retirement. They’re nervous about what comes next. What do you say?","None","AGE6",SC116C4,"Admit that you’re still figuring it out yourself.","None","None",SC116C5O8,"They seem disappointed, hoping for more guidance.","I8","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C1,"Ask them to teach you. Might as well stay hip.","None","None",SC117C2O1,"You learn some phrases and impress your grandkids later.","I2","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C1,"Ask them to teach you. Might as well stay hip.","None","None",SC117C2O2,"You try using the slang and immediately regret it.","I9","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C2,"Nod and pretend you totally get it.","None","None",SC117C3O3,"They believe you, and you walk away with your dignity intact.","I5","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C2,"Nod and pretend you totally get it.","None","None",SC117C3O4,"They see right through you and start quizzing you.","I10","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C3,"Tell them their slang won’t last and start using outdated phrases.","None","None",SC117C4O5,"They laugh, and you have a fun conversation about language.","I3","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C3,"Tell them their slang won’t last and start using outdated phrases.","None","None",SC117C4O6,"They call you ‘ancient’ and walk away.","I12","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C4,"Ignore it. You survived multiple decades without knowing this nonsense.","None","None",SC117C5O7,"Life goes on, and you avoid unnecessary brain clutter.","I6","None"
SC117,"You overhear some teenagers using slang you don’t understand. They notice your confusion and offer to explain. How do you respond?","None","AGE6",SC117C4,"Ignore it. You survived multiple decades without knowing this nonsense.","None","None",SC117C5O8,"You later hear the phrase again and still have no clue.","I8","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C1,"Read it immediately. Past you had something to say.","None","None",SC118C2O1,"It’s a heartwarming reflection of how far you’ve come.","I2","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C1,"Read it immediately. Past you had something to say.","None","None",SC118C2O2,"It’s a brutal reminder of dreams you didn’t chase.","I9","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C2,"Save it for a special moment. Build the suspense.","None","None",SC118C3O3,"The anticipation makes the experience even more meaningful.","I5","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C2,"Save it for a special moment. Build the suspense.","None","None",SC118C3O4,"You forget where you put it and never read it.","I10","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C3,"Laugh and toss it in the trash. No need for past cringe.","None","None",SC118C4O5,"You feel liberated from your younger self’s expectations.","I3","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C3,"Laugh and toss it in the trash. No need for past cringe.","None","None",SC118C4O6,"You later regret not keeping a piece of your history.","I12","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C4,"Show it to family and share some stories.","None","None",SC118C5O7,"They love hearing about the past, and it sparks nostalgia.","I6","None"
SC118,"You find an old letter you wrote to your future self decades ago. It’s time to open it. What do you do?","None","AGE6",SC118C4,"Show it to family and share some stories.","None","None",SC118C5O8,"They tease you about it, and now you’re reconsidering.","I8","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C1,"Pack your bags and hit the road!","None","None",SC119C2O1,"It’s an adventure you’ll never forget.","I2","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C1,"Pack your bags and hit the road!","None","None",SC119C2O2,"You’re exhausted and sore by the time you get back.","I9","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C2,"Say yes, but insist on planning everything first.","None","None",SC119C3O3,"Your careful planning makes the trip smooth and fun.","I5","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C2,"Say yes, but insist on planning everything first.","None","None",SC119C3O4,"Your over-preparing sucks the fun out of it.","I10","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C3,"Politely decline and suggest a safer alternative.","None","None",SC119C4O5,"They appreciate your caution and plan a relaxing staycation instead.","I3","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C3,"Politely decline and suggest a safer alternative.","None","None",SC119C4O6,"They go without you, and you get major FOMO.","I12","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C4,"Remind them you’re not 25 anymore and decline.","None","None",SC119C5O7,"You avoid unnecessary stress and enjoy a peaceful weekend.","I6","None"
SC119,"A friend invites you on a spontaneous road trip. It’s been years since you’ve done something impulsive. What do you do?","None","AGE6",SC119C4,"Remind them you’re not 25 anymore and decline.","None","None",SC119C5O8,"You wonder if you’re starting to get too boring.","I8","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C1,"Step in and give them some solid wisdom.","None","None",SC120C2O1,"They’re grateful, and you feel proud.","I2","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C1,"Step in and give them some solid wisdom.","None","None",SC120C2O2,"They brush you off, and you feel old.","I9","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C2,"Wait for them to ask for help first.","None","None",SC120C3O3,"They eventually ask, and you bond over shared knowledge.","I5","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C2,"Wait for them to ask for help first.","None","None",SC120C3O4,"They struggle silently and never approach you.","I10","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C3,"Give a vague hint and see if they figure it out.","None","None",SC120C4O5,"They get it and appreciate your clever approach.","I3","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C3,"Give a vague hint and see if they figure it out.","None","None",SC120C4O6,"They misunderstand and make it worse.","I12","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C4,"Keep quiet. Everyone has to learn on their own.","None","None",SC120C5O7,"They figure it out, and you respect their persistence.","I6","None"
SC120,"You witness a younger person struggling with something you’re experienced in. They look frustrated. Do you offer advice?","None","AGE6",SC120C4,"Keep quiet. Everyone has to learn on their own.","None","None",SC120C5O8,"They fail completely, and you feel guilty.","I8","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C1,"Use it confidently in conversation.","None","None",SC121C2O1,"You nail it, and they think you're the coolest grandparent ever.","I2","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C1,"Use it confidently in conversation.","None","None",SC121C2O2,"You completely misuse it, and now they're embarrassed for you.","I9","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C2,"Ask them to explain it in detail.","None","None",SC121C3O3,"They patiently explain, and you feel in the loop.","I5","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C2,"Ask them to explain it in detail.","None","None",SC121C3O4,"They sigh and say, 'Never mind, just forget it.'","I10","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C3,"Make up your own slang term in response.","None","None",SC121C4O5,"They actually start using it, and you create a trend.","I3","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C3,"Make up your own slang term in response.","None","None",SC121C4O6,"They roll their eyes and say you’re trying too hard.","I12","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C4,"Pretend you already knew it.","None","None",SC121C5O7,"They believe you, and you maintain your mysterious wisdom.","I6","None"
SC121,"Your grandkids introduce you to a new slang term, but you’re not entirely sure what it means. What do you do?","None","AGE6",SC121C4,"Pretend you already knew it.","None","None",SC121C5O8,"They quiz you on it, and your cover is blown.","I8","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C1,"Go through every photo and relive the past.","None","None",SC122C2O1,"You feel nostalgic but grateful for all the good times.","I2","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C1,"Go through every photo and relive the past.","None","None",SC122C2O2,"You get emotional, and now you’re in your feelings.","I9","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C2,"Call someone and share the memories with them.","None","None",SC122C3O3,"They love reminiscing with you, and you have a great conversation.","I5","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C2,"Call someone and share the memories with them.","None","None",SC122C3O4,"They barely remember the moments, and now you feel ancient.","I10","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C3,"Try to recreate an old photo for fun.","None","None",SC122C4O5,"It turns out hilarious, and your family loves it.","I3","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C3,"Try to recreate an old photo for fun.","None","None",SC122C4O6,"You pull a muscle trying to pose like your younger self.","I12","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C4,"Put it away. The past is the past.","None","None",SC122C5O7,"You feel at peace with where you are now.","I6","None"
SC122,"While reminiscing, you stumble upon an old photo album full of memories. What do you do?","None","AGE6",SC122C4,"Put it away. The past is the past.","None","None",SC122C5O8,"You later regret not looking through them.","I8","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C1,"Check all the usual spots patiently.","None","None",SC123C2O1,"You find it in the couch cushions like always.","I2","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C1,"Check all the usual spots patiently.","None","None",SC123C2O2,"It’s missing entirely, and now you question reality.","I9","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C2,"Call for backup and get family members involved.","None","None",SC123C3O3,"They find it instantly, making you look forgetful.","I5","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C2,"Call for backup and get family members involved.","None","None",SC123C3O4,"Nobody finds it, and now everyone is invested in the mystery.","I10","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C3,"Use a different remote or app instead.","None","None",SC123C4O5,"It works perfectly, and you feel tech-savvy.","I3","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C3,"Use a different remote or app instead.","None","None",SC123C4O6,"You accidentally turn on subtitles in another language, and now you're stuck.","I12","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C4,"Give up and just sit there silently.","None","None",SC123C5O7,"You embrace the peaceful silence.","I6","None"
SC123,"You sit down to watch TV, but the remote is nowhere to be found. What’s your strategy?","None","AGE6",SC123C4,"Give up and just sit there silently.","None","None",SC123C5O8,"You suddenly remember where it is hours later but don’t feel like moving.","I8","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C1,"Act confused and make them explain everything in detail.","None","None",SC124C2O1,"They get frustrated and hang up first. Victory!","I2","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C1,"Act confused and make them explain everything in detail.","None","None",SC124C2O2,"They actually convince you for a second, and now you’re concerned.","I9","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C2,"Pretend to be an even bigger scammer.","None","None",SC124C3O3,"They panic and disconnect immediately.","I5","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C2,"Pretend to be an even bigger scammer.","None","None",SC124C3O4,"They don’t buy it, and now you’re stuck on the call.","I10","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C3,"Put them on hold and see how long they stay.","None","None",SC124C4O5,"They wait for an absurd amount of time before giving up.","I3","None"
